Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
Morocco,1225.162,969.427,953.625,842,752.276,741.671,956.731,1030.891,1193.495,1200.484,1351.477,1418.36,1453.799,1340.915,1482.246,1600.891,1745.451,1561.011,1644.07,1614.862,1486.874,1489.701,1573.474,1914.006,2163.479,2232.943,2427.111,2759.515,3189.202,3162.861,3134.699,3367.347,3224.711,3463.601,3527.712,3235.57,3235.218,3401.256,3615.592,3622.679,3375.265,3934.31,3896.214,4067.572,4247.28,4439.192,4633.583,4843.392
Mozambique,396.816,300.914,300.392,263.659,270.38,353.788,413.827,187.301,164.966,171.727,271.733,272.614,191.23,189.937,187.082,187.295,241.649,283.513,313.064,346.574,319.358,296.268,302.546,326.075,383.27,416.811,435.334,482.198,563.649,520.403,471.904,594.586,657.645,664.078,673.969,589.86,428.927,461.415,504.536,508.164,454.063,491.839,542.095,578.905,624.272,648.115,728.709,814.27
Myanmar,,,,,,,,,,,,,,,,,,,116.223,143.154,169.697,154.588,148.549,189.041,227.347,254.757,283.701,370.544,525.195,632.23,774.72,1088.75,1182.147,1210.221,1244.184,1223.742,1163.794,1177.083,1271.677,1302.277,1527.434,1216.811,1104.747,1172.604,1232.32,1293.635,1360.482,1435.858
Namibia,,,,,,,,,,1765.605,1908.834,2025.611,2264.913,2099.215,2283.063,2476.947,2406.479,2423.594,2189.317,2118.411,2156.03,1954.968,1825.849,2630.11,3470.147,3742.509,3870.937,4378.564,4198.55,4340.183,5410.977,5870.933,6038.862,5540.619,5555.93,5020.473,4611.508,5438.761,5666.273,5099.427,4224.874,4826.016,4808.922,5052.069,5231.012,5389.357,5534.714,5688.427
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,3174.961,3167.648,3200.72,2470.84,3965.355,4587.75,4748.078,6529.397,9382.641,9103.519,8865.599,6994.054,7674.477,8152.257,9398.51,9365.095,8866.874,10139.069,10004.731,10096.293,10162.825,10156.669,10088.176,10071.588
Nepal,150.32,171.788,169.629,181.32,187.418,190.268,202.463,205.448,236.915,234.002,234.93,250.449,221.485,231.46,235.438,249.269,250.955,266.826,259.85,262.135,272.997,275.947,275.646,287.747,326.363,362.378,395.692,446.328,536.55,545.357,675.597,801.829,804.141,823.321,844.495,901.75,899.524,1048.454,1178.526,1194.957,1158.552,1208.771,1292.959,1371.215,1484.156,1591.192,1696.302,1809.645
Netherlands,13750.491,11429.727,11013.574,10682.307,9904.974,10008.042,13875.191,16895.4,17956.109,17597.26,21581.579,22057.794,24191.955,23356.332,24935.531,29350.802,29084.068,26808.388,28018.706,28393.845,26327.855,26996.17,29401.972,35814.268,40477.3,42054.884,44936.006,51880.384,58015.396,52807.447,51165.823,54342.114,50175.559,52276.986,53026.478,45302.804,46165.177,48799.874,53224.694,52672.504,52222.364,57996.912,56297.803,57628.607,60620.867,63173.485,65684.343,68285.134
New Zealand,7245.874,7502.04,7369.526,7063.323,6959.7,6942.517,8372.339,11187.924,13641.732,13101.222,13440.096,12425.793,11755.018,12535.612,14607.342,16938.736,18504.602,18205.45,14888.907,15347.397,14020.44,13669.672,15706.814,20461.053,24848.791,27384.485,26220.693,31914.646,31763.881,28269.099,33393.86,38060.064,39683.244,42084.297,44283.209,38213.549,39426.128,42293.952,42765.322,42342.994,41390.925,48317.418,47278.493,49008.471,50763.41,52797.694,54926.334,57282.737
Nicaragua,,,,,,,,,,,,,,,898.199,935.34,947.14,940.143,973.071,999.413,1030.74,1054.66,1011.904,1010.231,1077.784,1152.801,1224.724,1326.658,1498.88,1438.131,1499.068,1652.097,1728.147,1783.56,1909.424,2029.124,2091.463,2147.856,2008.404,1924.473,1937.328,2141.007,2375.331,2540.68,2653.525,2776.738,2894.49,3017.236
Niger,609.433,510.028,458.113,395.659,310.002,295.81,378.695,430.394,426.027,394.734,435.341,394.9,393.718,343.177,211.016,241.954,243.965,224.475,250.234,231.66,197.275,207.769,227.424,267.409,285.388,320.923,335.334,389.256,477.27,462.267,476.062,511.488,528.918,551.554,562.885,484.171,497.882,517.771,572.564,553.905,568.348,595.235,561.222,573.571,636.073,680.775,714.389,749.955
Nigeria,,,,,,,,,,,652.915,615.663,521.905,553.126,760.992,1224.938,1560.382,1655.818,1802.587,481.951,554.64,583.187,730.836,780.399,963.236,1221.651,1563.031,1791.823,2197.776,1927.476,2328.425,2543.504,2756.41,2998.068,3222.691,2718.586,2176.001,1968.563,2153.094,2229.854,2083.162,2088.644,2326.23,2584.69,2860.357,3162.598,3496.095,3860.079
North Macedonia ,,,,,,,,,,,,,1263.863,1383.543,1824.418,2387.158,2348.109,1980.429,1888.755,1931.989,1878.237,1839.616,1974.061,2440.813,2796.622,3071.897,3359.608,4076.296,4838.148,4579.092,4576.228,5097.26,4728.373,5239.649,5498.612,4860.422,5152.966,5462.379,6111.186,6073.003,5867.157,6713.668,6815.772,7262.388,7796.911,8353.047,8947.9,9565.937
Norway,15746.262,15484.681,15196.29,14906.174,14968.787,15728.224,18853.07,22445.038,24143.118,24245.447,28187.181,28514.498,30432.89,27880.632,29236.375,34790.001,37225.29,36561.409,34717.064,36278.339,38047.948,38494.685,42997.959,50046.34,57512.221,66687.757,73970.24,84915.639,96563.223,79746.888,87356.193,100197.171,101129.905,102576.68,96657.575,74115.155,70223.817,75306.667,82082.117,75594.048,67265.894,89041.586,92645.973,88748.76,89809.9,90663.78,91330.948,93107.328
Oman,5357.779,6019.899,6317.029,6148.449,6324.402,7025.7,5214.195,5145.493,5001.098,5278.566,7267.924,6806.242,7213.061,6995.28,7010.595,7284.846,7869.076,7983.97,6920.864,7554.515,9266.358,9088.213,9285.343,9792.637,11042.532,13563.457,15946.355,17716.421,25061.257,19235.875,21677.793,23518.573,24129.012,23328.489,23219.693,18924.97,17020.387,17731.849,19885.103,19069.311,16640.426,18966.247,23541.507,23193.169,22403.966,21828.117,21506.698,21342.76
Pakistan,418.868,481.273,510.95,463.729,489.768,476.671,475.29,483.935,543.093,552.033,538.436,598.446,614.248,633.621,622.754,709.938,723.458,696.389,677.023,626.481,630.279,601.978,593.859,666.113,767.824,842.046,961.433,1048.428,1124.047,1086.532,1122.712,1325.825,1364.752,1378.626,1428.382,1550.547,1566.625,1653.406,1698.034,1500.683,1376.512,1564.434,1658.363,,,,,
Palau,,,,,,,,,,,,,,,,,,,,,7862.501,8060.384,8349.541,7834.158,8341.056,9212.571,9599.031,9962.689,10223.924,9775.419,9939.743,10727.524,12063.495,12778.969,13877.878,16286.946,16876.472,16132.647,16079.102,15704.46,14298.604,12331.056,12662.998,15081.715,16905.713,17907.187,18744.655,19467.753
Panama,2071.041,2288.369,2469.136,2477.122,2527.53,2614.785,2658.349,2613.099,2211.665,2171.726,2312.985,2489.709,2770.951,2963.32,3095.157,3099.915,3580.929,3791.269,4027.322,4136.061,4111.712,4094.966,4172.689,4312.62,4638.716,4965.212,5401.562,6127.034,7110.228,7532.399,8039.764,9314.687,10674.487,11841.893,12756.952,13606.597,14344.087,15178.301,15612.598,15877.566,12615.878,14664.31,16172.621,17153.673,18136.118,19094.052,20108.28,21176.38
Papua New Guinea,1380.844,1319.408,1223.39,1194.658,1079.594,975.967,1039.809,1159.833,1565.167,1455.035,1265.882,1444.104,1546.581,1713.713,1834.984,1581.631,1639.773,1527.441,1138.365,1013.232,1007.517,862.099,814.701,995.275,1111.943,1269.526,1411.902,1576.159,1883.527,1833.09,2132.185,2552.043,2865.783,2800.173,2992.711,2742.919,2567.582,2755.488,2861.448,2877.577,2809.516,3049.938,3427.214,3569.296,3643.048,3729.246,3874.513,4034.124
Paraguay,1299.661,1608.463,1636.527,1762.992,1390.886,1154.145,1335.761,1084.695,1392.417,977.835,1185.277,1585.242,1592.055,1580.207,1681.396,1897.134,2008.188,2003.578,1824.648,1706.395,1675.793,1577.681,1312.083,1377.521,1693.886,1857.78,2285.125,2988.684,4054.044,3623.931,4329.69,5301.834,5153.417,5892.846,6065.282,5360.077,5265.061,5608.156,5703.324,5299.667,4885.396,5279.387,5615.392,5906.583,6141.031,6468.094,6741.497,7044.298
Peru,1164.828,1373.068,1332.455,1011.725,1018.785,861.599,1263.729,2040.65,1579.545,1908.456,1301.465,1530.736,1562.58,1487.861,1839.228,2147.428,2193.686,2272.351,2141.114,1903.93,1940.238,1935.546,2017.765,2159.744,2408.091,2669.214,3106.719,3587.798,4209.038,4179.71,5055.521,5736.12,6407.63,6647.517,6583.999,6164.215,6207.429,6776.888,7051.59,7006.337,6145.031,6678.888,7004.793,7353.429,7655.596,7945.491,8246.482,8560.879
Philippines,774.484,829.816,843.471,735.714,678.342,645.597,615.047,666.915,744.307,816.961,828.821,830.407,946.762,949.733,1094.543,1237.311,1316.406,1279.835,988.487,1112.353,1087.287,1003.957,1050.297,1062.619,1137.068,1261.267,1470.825,1764.683,2011.633,1923.674,2237.157,2473.249,2721.252,2903.189,2995.504,3039.234,3107.646,3153.314,3279.519,3512.195,3325.836,3576.101,3597.483,3763.696,3989.254,4248.719,4526.524,4824.015
Poland,1595.047,1497.841,1803.464,2056.958,2042.04,1899.817,1965.541,1691.129,1819.392,1772.091,1629.047,2105.486,2315.647,2351.742,2692.704,3612.264,4066.179,4075.977,4459.097,4348.147,4485.064,4987.859,5205.517,5699.557,6684.675,8023.921,9031.797,11252.863,13999.496,11532.283,12619.616,13879.525,13096.89,13688.355,14272.29,12563.614,12438.523,13868.906,15468.264,15726.878,15801.557,17945.751,19023.228,20045.238,21600.557,23342.795,24715.359,26225.916
Portugal,3338.764,3296.654,3095.096,2838.655,2596.075,2716.645,3774.582,4724.451,5532.62,5977.577,7957.244,9026.301,10863.487,9547.643,9977.615,11787.315,12187.582,11594.755,12216.689,12487.712,11531.467,11734.878,12927.584,15793.852,18055.893,18790.561,19840.474,22813.667,24946.256,23126.175,22539.038,23213.126,20576.825,21653.505,22109.318,19252.015,19986.362,21482.834,23573.299,23333.317,22176.752,24296.069,24910.413,25486.345,26988.442,28490.066,29961.483,31484.472
Puerto Rico,4507.15,4940.784,5146.929,5257.186,5777.438,6058.641,6495.499,6987.398,7579.339,8094.29,8675.576,9093.48,9687.443,10255.532,10942.949,11667.589,12305.024,12968.394,14430.159,15293.182,16192.127,18243.709,18972.77,19820.208,20988.989,21959.317,22935.951,23664.874,24898.335,25768.726,26435.742,27278.853,27944.742,28513.15,28981.343,29755.35,30585.55,31347.273,32789.063,32785.938,32645.395,34751.943,38442.851,40360.177,41074.438,42075.877,43316.931,44769.567
Qatar,27242.483,27819.566,22657.373,18003.756,17496.536,15495.701,11644.458,11773.23,10853.896,11039.938,13150.172,11500.519,13038.976,11797.162,12009.396,13689.653,15143.479,18841.6,15421.783,19689.651,30461.311,28600.029,30701.131,35919.758,42548.115,54357.783,60591.776,65934.266,72484.634,53822.909,69796.138,96827.857,101933.117,99180.39,93054.141,66346.911,57965.377,59127.513,66421.617,63007.696,53797.937,68621.644,82886.789,89416.443,89849.818,92172.211,96926.158,101906.012
Romania,2052.081,2450.352,2441.211,2125.157,1710.302,2101.997,2264.368,2517.949,2593.057,2314.744,1641.855,1241.063,847.68,1147.325,1317.048,1563.117,1565.472,1571.689,1885.349,1600.881,1661.714,1802.675,2113.596,2672.811,3483.726,4604.45,5740.402,8262.407,10385.848,8517.598,8194.719,9075.961,8491.033,9530.441,10021.543,8942.2,9520.439,10776.672,12361.143,12863.245,12908.811,14794.858,15618.842,16227.527,17565.865,18934.764,20263.48,21665.462
Russian Federation,,,,,,,,,,,7084.753,5784.551,482.767,1322.006,1979.411,2264.343,2787.022,2935.03,1949.801,1427.307,1901.956,2255.253,2552.788,3197.573,4403.962,5708.838,7426.005,9761.368,12464.244,9156.97,11431.148,14306.432,15287.967,15928.699,14007.509,9257.935,8723.523,10723.996,11261.716,11555.269,10155.336,12218.703,14665.248,14704.655,14800.068,14912.923,15193.574,15506.464
Rwanda,292.782,320.559,329.641,339.297,317.361,364.611,399.283,428.416,442.811,447.143,417.717,298.957,317.043,325.858,223.451,245.276,268.93,345.662,338.306,284.166,266.055,248.99,242.079,257.475,277.634,334.407,368.508,442.135,545.188,584.677,612.224,674.655,728.668,730.465,748.658,755.951,755.737,784.138,797.48,836.716,804.188,854.106,912.744,967.735,1010.229,1069.659,1118.654,1184.615
Saint Kitts and Nevis,1338.747,1609.725,1847.251,1829.835,2144.801,2406.13,2851.256,3289.063,3926.955,4392.77,4969.878,4912.915,5386.942,5806.085,6407.518,6819.77,7195.174,8010.438,8260.891,8670.829,9279.584,9962.552,10304.318,9922.475,10566.955,11256.635,13095.2,13845.794,15451.231,15215.837,15136.905,16076.845,15710.513,16464.037,17753.633,17654.127,18397.052,19144.1,19269.742,20600.562,17179.482,16467.439,19128.582,20392.194,21521.288,22256.561,23088.751,23952.057
Saint Lucia,1460.566,1644.56,1530.981,1626.185,2045.254,2277.65,2681.815,2919.984,3292.757,3665.974,4318.353,4508.777,4875.118,4919.333,5025.99,5268.224,5360.217,5381.926,5769.087,5993.941,5974.607,5648.003,5651.436,6143.315,6562.958,6906.08,7617.155,7905.251,8375.139,8495.818,8942.422,9370.899,9450.413,9723.404,10133.558,10371.025,10610.102,11261.695,11511.572,11646.007,8377.892,9287.907,10762.966,11678.357,12362.155,12849.579,13304.952,13750.413
Saint Vincent and the Grenadines,903.445,1110.425,1227.421,1309.102,1435.282,1537.223,1686.1,1828.411,2077.695,2211.424,2456.285,2584.104,2815.081,2896.038,2924.036,3188.478,3340.515,3500.225,3755.704,3922.719,3973.449,4284.994,4518.089,4710.272,5082.069,5353.688,5933.621,6572.506,6740.48,6564.113,6613.132,6544.688,6686.015,6988.344,7028.297,7154.784,7390.469,7675.532,8001.555,8228.633,7878.665,7948.507,8546.1,9431.212,10068.803,10614.001,11108.123,11623.13
Samoa,,,,,,,,,,,,,,,,,,,1655.952,1509.117,1552.03,1557.508,1638.535,1927.085,2341.911,2704.296,2850.163,3121.319,3733.905,3348.774,3658.418,3969.173,4088.771,4182.937,4144.645,4258.955,4338.053,4529.348,4478.955,4632.08,4379.307,4224.835,4128.365,4125.937,4348.205,4544.404,4724.49,4895.22
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,59313.405,61150.61,64498.508,72991.531,79110.201,67011.543,60426.235,57512.891,50336.185,51986.532,51234.869,43068.693,44308.666,45887.687,49477.281,48043.86,45640.984,50196.198,47700.042,47484.375,49017.389,50718.243,52429.227,54215.315
Saudi Arabia,17655.087,18832.078,14912.688,11972.195,10558.736,8732.759,6955.067,6524.173,6398.832,6583.297,7734.968,8280.174,8077.748,7685.993,7626.361,7893.412,8527.656,8706.346,7525.302,8092.705,9256.515,8778.41,8822.493,9800.521,11467.103,14068.215,15603.985,16666.601,20157.29,16094.686,19163.342,23654.859,25208.174,24892.984,24929.318,21063.315,20288.897,21113.962,24438.46,23485.075,20088.522,23507.276,27941.493,27008.76,27018.651,27206.367,27525.04,27950.044
Senegal,767.972,677.895,645.372,559.501,529.936,563.251,773.09,902.228,865.668,828.149,936.148,894.485,930.568,852.61,560.956,693.418,706.864,642.569,686.369,689.683,614.004,648.446,680.83,831.623,931.745,993.237,1027.786,1197.551,1403.795,1307.516,1272.622,1366.534,1318.614,1372.686,1397.017,1219.373,1269.553,1361.221,1458.73,1436.224,1465.244,1606.604,1558.144,1639.347,1806.651,1890.759,1983.162,2081.368
Serbia,,,,,,,,,,,,,,,,,,2925.926,2300.7,1507.68,1238.888,1640.945,2156.887,2836.539,3315.331,3695.343,4398.828,5878.873,7087.453,6168.228,5673.621,6809.94,6012.63,6752.796,6598.935,5588.98,5765.204,6292.547,7252.404,7397.471,7699.912,9178.152,9164.266,10075.077,11139.849,12254.646,13359.379,14532.302
Seychelles,2329.353,2403.455,2293.938,2280.452,2338.076,2588.553,3165.945,3638.988,4128.118,4407.201,5302.844,5314.655,6128.346,6559.088,6555.429,6748.825,6583.091,7280.929,7715.784,7747.491,7578.829,7663.083,8431.923,8524.935,10176.659,11093.314,12014.418,12155.702,11480.433,9707.265,10805.099,11647.017,11999.897,14762.223,15189.416,15199.436,15887.009,16659.124,17059.796,17454.845,12981.866,14861.485,20265.681,21320.351,22648.673,24097.508,25475.58,26531.132
Sierra Leone,479.601,501.744,552.581,469.374,539.979,450.535,330.043,281.362,451.564,405.247,219.455,261.748,228.231,259.186,308.752,295.71,318.646,286.074,223.939,218.906,205.251,228.033,251.704,265.323,264.775,285.106,323.259,360.425,409.443,391.213,401.835,448.324,566.37,716.148,713.53,592.903,525.948,495.812,533.972,521.396,508.812,509.482,493.572,471.606,484.589,502.872,517.107,532.594
Singapore,5004.992,5672.105,6000.032,6717.837,7160.262,6788.387,6870.769,7794.688,9328.951,10725.743,12763.342,14501.96,16136.244,18290.132,21552.408,24914.851,26232.869,26375.868,21829.278,21796.642,23852.834,21699.748,22159.833,23730.379,27608.075,29961.308,33768.446,39432.895,40008.577,38926.813,47236.672,53891.462,55547.546,56967.426,57564.802,55645.607,56858.505,61149.62,66857.273,65833.2,60727.616,72794.906,79426.141,84500.411,88926.025,92362.952,96065.691,99935.147
Slovak Republic,,,,,,,,,,,,,,2571.845,2950.857,3711.945,4004.779,4076.496,4236.587,3869.038,3839.791,3982.454,4626.844,6341.548,8040.066,9141.837,10700.341,14374.867,18074.643,16591.544,16858.695,18447.179,17451.391,18217.291,18669.932,16351.274,16521.556,17544.411,19411.803,19318.867,19254.467,21053.442,20564.859,22295.055,24068.754,25597.931,27110.858,28584.645
Slovenia,,,,,,,,,,,,,9639.262,8357.859,8468.162,10748.36,10810.791,10470.497,11168.219,11509.456,10259.494,10502.321,11804.768,14873.628,17254.827,18152.125,19723.796,23912.494,27744.207,24854.229,23570.184,25156.137,22674.49,23516.527,24263.959,20898.913,21681.335,23511.316,26224.257,26112.43,25604.636,29298.411,29469.394,30840.144,33107.696,35332.838,37593.918,39889.385
Solomon Islands,793.126,812.613,782.732,711.899,691.205,611.271,529.413,540.763,598.343,570.057,689.006,709.335,815.269,885.84,1153.332,1306.619,1381.745,1385.672,1171.2,1215.243,1017.406,965.95,795.547,788.627,867.004,1014.727,1119.606,1260.254,1389.07,1428.612,1604.149,1938.79,2131.462,2250.738,2274.897,2168.622,2227.007,2310.831,2474.433,2417.324,2243.993,2332.982,2239.622,2329.277,2426.696,2535.599,2648.896,2761.295
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.202,375.84,401.389,414.544,418.294,412.416,418.849,451.205,465.852,502.213,539.001,561.406,594.404,630.215,667.351,706.481
South Africa,3074.684,3122.686,2806.158,3062.892,2633.905,1955.165,2176.064,2801.31,2954.825,3004.44,3425.585,3587.879,3802.578,3716.193,3786.21,4145.21,3869.7,3937.658,3508.14,3423.595,3382.066,2964.029,2791.18,4209.22,5415.089,6033.211,6276.173,6776.465,6355.879,6552.265,8130.193,8799.477,8207.059,7458.04,6984.926,6256.667,5750.785,6678.292,6972.702,6609.041,5661.013,6965.188,6738.926,6812.818,6968.421,7126.457,7285.298,7448.695
"South Sudan, Republic of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644.739,1041.463,1337.232,1334.089,1245.684,286.208,277.692,359.062,397.572,486.946,364.39,327.898,569.407,703.745,747.931,762.256,784.08
Spain,6128.024,5381.909,5171.535,4501.838,4471.654,4694.759,6477.301,8187.29,9598.667,10566.133,13693.638,14697.501,16013.155,13409.697,13419.62,15475.607,16095.75,14782.949,15457.11,15814.188,14761.108,15400.911,17097.916,21501.074,24932.129,26438.031,28414.133,32588.562,35484.39,32131.382,30566.877,31676.69,28344.776,29084.958,29524.755,25764.215,26535.546,28196.759,30423.167,29576.25,27039.18,30089.517,29198.086,29729.167,31447.415,33080.794,34533.768,35869.287
Sri Lanka,333.918,342.812,365.498,389.999,452.288,443.046,470.142,484.746,501.62,498.479,564.868,611.088,651.332,689.023,787.255,829.22,903.331,1003.944,1026.15,1025.7,1065.469,1017.154,1061.683,1162.71,1259.771,1477.595,1698.156,1928.714,2410.801,2472.242,2894.26,3320.074,3446.355,3737.366,3969.713,4057.742,4150.367,4401.055,4360.149,4082.694,3893.842,4016.024,3292.571,,,,,
Sudan,486.908,339.389,239.807,318.513,375.019,253.184,328.588,516.781,404.705,696.391,87.197,95.292,113.476,186.506,205.922,239.507,292.909,350.723,366.582,352.442,422.316,492.676,554.652,635.575,772.939,996.677,1249.767,1599.596,1700.513,1401.244,1637.419,2034.461,1396.292,1462.582,1628.497,1679.025,1638.638,1199.177,796.298,776.549,775.258,772.34,916.033,929.402,973.951,1034.084,1093.831,1151.301
Suriname,,,,,,,,,,,1413.616,1535.96,1406.579,1093.085,1213.311,2270.813,2790.049,2945.34,3495.323,2837.245,2904.549,2464.817,3075.376,3571.556,4057.746,4800.797,5577.122,6165.518,7316.459,7917.317,8806.017,8770.289,9844.747,10013.725,10042.68,9036.347,5761.783,6156.461,6772.07,6662.874,4786.833,4680.561,4879.822,5036.742,5168.156,5320.514,5510.92,5752.852
Sweden,16877.243,15396.745,13576.621,12470.948,12976.142,13549.507,17852.72,21629.289,24339.27,25412.176,30253.863,31490.221,32584.883,24351.052,25978.285,30246.923,32986.123,30307.156,30585.081,30928.571,29589.141,27207.49,29846.186,37249.257,42736.876,43349.851,46425.841,53496.534,55929.862,46734.909,52658.794,60540.218,57816.023,60845.007,59704.814,51274.278,51590.473,53459.072,54295.731,51694.498,52706.294,60815.535,56361.425,60473.031,63533.857,66594.44,69435.111,72405.093
Switzerland,19426.638,17699.844,18027.725,17865.396,17019.366,17187.864,24529.567,30520.621,32794.286,31440.365,39842.782,39811.005,40883.18,39375.507,43226.544,50287.785,48171.684,41623.116,42719.725,41765.236,38970.184,39832.203,42656.564,49512.213,54782.269,56379.113,59212.284,65364.922,74664.614,71886.617,76830.127,90936.62,86280.525,87873.415,89270.321,84229.414,82570.749,82576.399,85547.814,84476.471,85870.059,92248.643,92434.492,94834.644,99071.583,102376.41,107040.006,110652.652
Syria,1421.836,1763.344,1784.577,1849.427,1839.915,1965.139,2284.039,2823.157,1389.823,800.859,967.145,972.175,983.575,995.061,1060.707,1133.162,1186.162,1080.812,1028.169,1043.174,1202.891,1236.897,1305.087,1208.885,1361.499,1510.392,1726.028,2016.052,2557.211,2557.267,2806.685,,,,,,,,,,,,,,,,,
São Tomé and Príncipe,775.709,931.011,876.128,800.45,812.985,837.601,1142.825,1111.67,922.926,892.384,1050.252,920.765,788.501,1033.02,1058.931,820.593,1050.097,700.969,541.273,568.499,550.516,505.213,552.891,647.954,692.685,809.407,839.546,885.101,1125.875,1098.369,1128.309,1302.775,1380.112,1619.708,1826.92,1623.805,1737.727,1842.326,1988.722,2021.926,2189.676,2322.081,2230.662,2301.979,2414.638,2550.427,2621.337,2798.851
Taiwan Province of China,2366.797,2691.494,2675.311,2881.66,3202.615,3293.869,4008.134,5325.173,6338.1,7575.906,8167.2,9081.901,10715.536,11256.711,12099.746,13066.128,13588.306,13948.722,12767.078,13752.716,14844.238,13357.195,13651.355,14040.597,15290.307,16427.459,16892.883,17723.704,18053.591,16904.543,19181.358,20838.589,21256.361,21945.46,22844.316,22752.991,23070.733,25061.624,25825.566,25903.168,28404.717,33143.011,35513.192,36833.887,38662.539,40673.563,42745.046,44820.764
Tajikistan,,,,,,,,,,,,,52.622,121.645,147.923,100.448,183.374,192.58,222.282,177.712,159.417,167.035,187.958,236.394,308.844,337.129,401.586,519.025,702.445,666.024,738.287,834.52,949.648,1040.15,1105.197,919.073,800.645,844.595,852.341,893.318,858.445,905.673,1014.926,1049.507,1110.342,1140.787,1192.781,1263.117
Tanzania,602.924,699.181,778.244,772.741,682.028,596.872,732.197,350.129,324.721,271.496,211.031,237.573,213.148,190.679,195.663,221.366,266.49,307.987,370.188,370.918,380.08,377.469,382.354,401.069,428.927,459.757,491.056,551.781,683.137,693.025,732.315,768.16,867.857,970.348,1030.74,947.897,966.29,1002.869,1036.93,1079.684,1110.372,1177.123,1245.04,1340.823,1430.514,1511.679,1602.555,1702.906
Thailand,705.484,744.913,767.41,824.445,845.08,772.393,840.315,967.712,1160.538,1338.257,1564.175,1769.043,1999.204,2209.362,2491.433,2846.59,3043.982,2468.182,1845.829,2031.165,2003.605,1890.25,2094.257,2356.968,2657.909,2890.482,3366.815,3973.994,4373.451,4208.355,5073.705,5493.743,5862.993,6168.708,5952.377,5837.807,5995.205,6596.224,7295.952,7813.605,7159.743,7232.256,7630.871,8273.93,8504.392,9102.954,9562.93,10401.934
Timor-Leste,,,,,,,,,,,,,,,,,,,,,415.012,529.778,508.841,517.827,453.513,464.546,446.467,523.738,614.436,676.619,806.414,936.449,1024.172,1210.036,1232.45,1332.792,1353.755,1299.495,1249.138,1583.714,1442.731,1754.409,1792.71,1494.913,1541.413,1612.324,1687.037,1776.175
Togo,732.897,588.837,478.885,439.532,388.995,393.789,533.68,607.02,655.62,625.669,734.496,709.219,728.16,543.292,411.811,530.121,563.017,555.862,509.651,495.79,409.01,395.011,442.767,535.374,557.462,548.802,550.519,606.782,736.985,728.528,721.037,791.925,771.891,838.357,864.996,770.358,802.935,830.452,901.932,893.161,915.625,993.009,960.833,1007.971,1072.938,1144.277,1221.328,1294.672
Tonga,770.303,850.554,843.209,818.461,854.275,802.926,959.286,1037.126,1213.22,1461.359,1498.504,1750.858,1832.835,1884.492,1948.137,2123.283,2228.293,2263.661,2153.245,1994.282,2045.81,1818.184,1828.634,2015.247,2288.897,2587.295,2876.124,2925.938,3367.714,3046.764,3569.101,4014.77,4557.282,4386.109,4303.818,4298.224,4178.289,4577.005,4785.144,5095.614,4891.951,4701.208,5008.125,5367.236,5675.594,5947.033,6169.506,6377.929
Trinidad and Tobago,5847.707,6454.418,7393.152,6939.437,6831.216,6411.214,4121.173,4085.591,3798.754,3625.717,4221.813,4392.869,4474.142,3743.583,4027.423,4322.255,4658.874,4632.813,4872.619,5478.856,6545.953,7046.379,7162.514,8931.032,10442.168,12471.953,14280.042,16818.278,21479.282,14809.02,16957.433,19300.833,19171.211,20162.733,20290.52,18383.539,16247.176,16747.907,17139.186,17123.116,15285.94,17055.668,20746.296,20641.739,20738.64,21352.069,21788.313,22258.689
Tunisia,1482.823,1390.414,1309.899,1322.84,1286.6,1271.845,1312.226,1382.408,1411.506,1386.015,1716.723,1769.744,2070.007,1903.681,1997,2261.968,2411.883,2318.983,2407.491,2505.878,2322.277,2365.245,2460.779,2897.197,3265.224,3350.785,3536.507,3963.791,4519.745,4333.153,4343.057,4471.694,4345.815,4419.705,4511.282,4060.695,3890.127,3656.508,3661.194,3545.073,3571.833,3897.45,3815.82,3761.674,3899.446,4070.476,4243.466,4416.424
Turkmenistan,,,,,,,,,,,,,404.158,2257.197,1863.238,2356.558,936.729,1038.945,1094.019,1456.531,1874.556,2559.362,3177.653,4129.701,5078.352,6077.575,7486.018,8978.757,7351.644,6821.548,6838.338,8517.452,9464.678,9559.959,10157.395,7916.927,7390.1,8120.517,8438.284,8917.983,8775.33,10111.1,11928.799,13020.038,13975.076,15051.579,16227.395,17530.967
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,1741.529,2075.674,2385.564,2348.707,2464.219,2865.977,3186.846,2759.034,3133.042,3777.342,3609.113,3615.373,3583.652,3396.69,3798.272,4255.25,4507.665,5052.111,5105.926,5833.61,5899.889,6214.136,6665.888,7124.304,7580.794,8062.768
